cultivar,exp,dai,isolate,species,genotype,spike,spikelets,above,central,below,total,sev
BRS Guamirim,2,24,09tr143,F. cortaderiae,NIV,2,19,2,1,2,5,26.32
BRS Guamirim,2,24,09tr143,F. cortaderiae,NIV,3,18,2,1,2,5,27.78
BRS Guamirim,2,24,09tr143,F. cortaderiae,NIV,4,19,1,1,2,4,21.05
BRS Guamirim,2,24,09tr143,F. cortaderiae,NIV,5,20,4,1,2,7,35
BRS Guamirim,2,24,09tr143,F. cortaderiae,NIV,6,18,0,1,2,3,16.67
BRS 194,1,4,10tr122,F. cortaderiae,NIV,1,21,0,1,0,1,4.76
BRS 194,1,4,10tr122,F. cortaderiae,NIV,2,20,0,0,0,0,0
BRS 194,1,4,10tr122,F. cortaderiae,NIV,3,17,0,0,0,0,0
BRS 194,1,4,10tr122,F. cortaderiae,NIV,4,14,0,0,0,0,0
BRS 194,1,4,10tr122,F. cortaderiae,NIV,5,21,0,1,0,1,4.76
BRS 194,1,7,10tr122,F. cortaderiae,NIV,1,21,0,1,0,1,4.76
BRS 194,1,7,10tr122,F. cortaderiae,NIV,2,20,0,0,0,0,0
BRS 194,1,7,10tr122,F. cortaderiae,NIV,3,17,0,0,0,0,0
BRS 194,1,7,10tr122,F. cortaderiae,NIV,4,14,0,0,0,0,0
BRS 194,1,7,10tr122,F. cortaderiae,NIV,5,21,0,0,0,0,0
BRS 194,1,11,10tr122,F. cortaderiae,NIV,1,21,0,1,0,1,4.76
BRS 194,1,11,10tr122,F. cortaderiae,NIV,3,17,0,1,0,1,5.88
BRS 194,1,11,10tr122,F. cortaderiae,NIV,4,14,0,1,0,1,7.14
BRS 194,1,11,10tr122,F. cortaderiae,NIV,5,21,0,1,0,1,4.76
BRS 194,1,15,10tr122,F. cortaderiae,NIV,1,21,0,1,0,1,4.76
BRS 194,1,15,10tr122,F. cortaderiae,NIV,2,20,0,1,0,1,5
BRS 194,1,15,10tr122,F. cortaderiae,NIV,3,17,0,1,0,1,5.88
BRS 194,1,15,10tr122,F. cortaderiae,NIV,4,14,0,1,0,1,7.14
BRS 194,1,15,10tr122,F. cortaderiae,NIV,5,21,1,1,0,2,9.52
BRS 194,1,19,10tr122,F. cortaderiae,NIV,1,21,0,1,0,1,4.76
BRS 194,1,19,10tr122,F. cortaderiae,NIV,2,20,0,1,0,1,5
BRS 194,1,19,10tr122,F. cortaderiae,NIV,3,17,0,1,1,2,11.76
BRS 194,1,19,10tr122,F. cortaderiae,NIV,4,14,0,1,0,1,7.14
BRS 194,1,19,10tr122,F. cortaderiae,NIV,5,21,1,1,0,2,9.52
BRS 194,2,4,10tr122,F. cortaderiae,NIV,1,18,0,0,0,0,0
BRS 194,2,4,10tr122,F. cortaderiae,NIV,2,20,0,0,0,0,0
BRS 194,2,4,10tr122,F. cortaderiae,NIV,3,21,0,0,0,0,0
BRS 194,2,4,10tr122,F. cortaderiae,NIV,4,16,0,0,0,0,0
BRS 194,2,7,10tr122,F. cortaderiae,NIV,1,18,0,0,0,0,0
BRS 194,2,7,10tr122,F. cortaderiae,NIV,2,20,0,1,0,1,5
BRS 194,2,7,10tr122,F. cortaderiae,NIV,3,21,0,1,0,1,4.76
BRS 194,2,7,10tr122,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS 194,2,11,10tr122,F. cortaderiae,NIV,1,18,0,1,0,1,5.56
BRS 194,2,11,10tr122,F. cortaderiae,NIV,2,20,0,1,0,1,5
BRS 194,2,11,10tr122,F. cortaderiae,NIV,3,21,1,1,3,5,23.81
BRS 194,2,11,10tr122,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS 194,2,20,10tr122,F. cortaderiae,NIV,1,18,1,1,0,2,11.11
BRS 194,2,20,10tr122,F. cortaderiae,NIV,2,20,4,1,0,5,25
BRS 194,2,20,10tr122,F. cortaderiae,NIV,3,21,1,1,3,5,23.81
BRS 194,2,20,10tr122,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS Guamirim,2,4,10tr122,F. cortaderiae,NIV,1,13,0,1,0,1,7.69
BRS Guamirim,2,4,10tr122,F. cortaderiae,NIV,2,18,0,1,0,1,5.56
BRS Guamirim,2,4,10tr122,F. cortaderiae,NIV,3,15,0,1,0,1,6.67
BRS Guamirim,2,4,10tr122,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS Guamirim,2,4,10tr122,F. cortaderiae,NIV,5,16,0,0,0,0,0
BRS Guamirim,2,4,10tr122,F. cortaderiae,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,2,7,10tr122,F. cortaderiae,NIV,1,13,0,1,0,1,7.69
BRS Guamirim,2,7,10tr122,F. cortaderiae,NIV,2,18,0,1,0,1,5.56
BRS Guamirim,2,7,10tr122,F. cortaderiae,NIV,3,15,0,1,0,1,6.67
BRS Guamirim,2,7,10tr122,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS Guamirim,2,7,10tr122,F. cortaderiae,NIV,5,16,0,1,0,1,6.25
BRS Guamirim,2,7,10tr122,F. cortaderiae,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,2,11,10tr122,F. cortaderiae,NIV,1,13,0,1,0,1,7.69
BRS Guamirim,2,11,10tr122,F. cortaderiae,NIV,2,18,0,1,0,1,5.56
BRS Guamirim,2,11,10tr122,F. cortaderiae,NIV,3,15,0,1,0,1,6.67
BRS Guamirim,2,11,10tr122,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS Guamirim,2,11,10tr122,F. cortaderiae,NIV,5,16,0,1,0,1,6.25
BRS Guamirim,2,11,10tr122,F. cortaderiae,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,2,17,10tr122,F. cortaderiae,NIV,1,13,0,1,0,1,7.69
BRS Guamirim,2,17,10tr122,F. cortaderiae,NIV,2,18,0,1,0,1,5.56
BRS Guamirim,2,17,10tr122,F. cortaderiae,NIV,3,15,0,1,0,1,6.67
BRS Guamirim,2,17,10tr122,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS Guamirim,2,17,10tr122,F. cortaderiae,NIV,5,16,0,1,0,1,6.25
BRS Guamirim,2,17,10tr122,F. cortaderiae,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,2,24,10tr122,F. cortaderiae,NIV,1,13,0,1,1,2,15.38
BRS Guamirim,2,24,10tr122,F. cortaderiae,NIV,2,18,0,1,0,1,5.56
BRS Guamirim,2,24,10tr122,F. cortaderiae,NIV,3,15,0,1,0,1,6.67
BRS Guamirim,2,24,10tr122,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS Guamirim,2,24,10tr122,F. cortaderiae,NIV,5,16,0,1,0,1,6.25
BRS Guamirim,2,24,10tr122,F. cortaderiae,NIV,6,18,0,1,0,1,5.56
BRS 194,1,4,10tr175,F. cortaderiae,NIV,1,16,0,1,0,1,6.25
BRS 194,1,4,10tr175,F. cortaderiae,NIV,2,18,0,1,0,1,5.56
BRS 194,1,4,10tr175,F. cortaderiae,NIV,3,18,0,1,0,1,5.56
BRS 194,1,4,10tr175,F. cortaderiae,NIV,4,19,0,1,0,1,5.26
BRS 194,1,4,10tr175,F. cortaderiae,NIV,5,20,0,1,0,1,5
BRS 194,1,4,10tr175,F. cortaderiae,NIV,6,15,0,1,0,1,6.67
BRS 194,1,7,10tr175,F. cortaderiae,NIV,1,16,0,1,0,1,6.25
BRS 194,1,7,10tr175,F. cortaderiae,NIV,2,18,0,1,0,1,5.56
BRS 194,1,7,10tr175,F. cortaderiae,NIV,3,18,0,1,0,1,5.56
BRS 194,1,7,10tr175,F. cortaderiae,NIV,4,19,0,1,0,1,5.26
BRS 194,1,7,10tr175,F. cortaderiae,NIV,5,20,0,1,0,1,5
BRS 194,1,7,10tr175,F. cortaderiae,NIV,6,15,0,1,0,1,6.67
BRS 194,1,11,10tr175,F. cortaderiae,NIV,1,16,0,1,0,1,6.25
BRS 194,1,11,10tr175,F. cortaderiae,NIV,2,18,1,1,0,2,11.11
BRS 194,1,11,10tr175,F. cortaderiae,NIV,3,18,0,1,0,1,5.56
BRS 194,1,11,10tr175,F. cortaderiae,NIV,4,19,1,1,0,2,10.53
BRS 194,1,11,10tr175,F. cortaderiae,NIV,5,20,0,1,2,3,15
BRS 194,1,11,10tr175,F. cortaderiae,NIV,6,15,0,1,0,1,6.67
BRS 194,1,15,10tr175,F. cortaderiae,NIV,1,16,0,1,1,2,12.5
BRS 194,1,15,10tr175,F. cortaderiae,NIV,2,18,1,1,1,3,16.67
BRS 194,1,15,10tr175,F. cortaderiae,NIV,3,18,1,1,0,2,11.11
BRS 194,1,15,10tr175,F. cortaderiae,NIV,4,19,1,1,0,2,10.53
BRS 194,1,15,10tr175,F. cortaderiae,NIV,5,20,0,1,2,3,15
BRS 194,1,15,10tr175,F. cortaderiae,NIV,6,15,0,1,0,1,6.67
BRS 194,1,19,10tr175,F. cortaderiae,NIV,1,16,1,1,1,3,18.75
BRS 194,1,19,10tr175,F. cortaderiae,NIV,2,18,1,1,1,3,16.67
BRS 194,1,19,10tr175,F. cortaderiae,NIV,3,18,1,1,0,2,11.11
BRS 194,1,19,10tr175,F. cortaderiae,NIV,4,19,1,1,1,3,15.79
BRS 194,1,19,10tr175,F. cortaderiae,NIV,5,20,0,1,2,3,15
BRS 194,1,19,10tr175,F. cortaderiae,NIV,6,15,0,1,1,2,13.33
BRS 194,2,4,10tr175,F. cortaderiae,NIV,1,18,1,1,1,3,16.67
BRS 194,2,4,10tr175,F. cortaderiae,NIV,2,16,1,1,2,4,25
BRS 194,2,4,10tr175,F. cortaderiae,NIV,3,17,0,1,0,1,5.88
BRS 194,2,4,10tr175,F. cortaderiae,NIV,4,20,0,1,1,2,10
BRS 194,2,4,10tr175,F. cortaderiae,NIV,6,17,0,1,0,1,5.88
BRS 194,2,7,10tr175,F. cortaderiae,NIV,1,18,2,1,1,4,22.22
BRS 194,2,7,10tr175,F. cortaderiae,NIV,2,16,3,1,1,5,31.25
BRS 194,2,7,10tr175,F. cortaderiae,NIV,3,17,0,1,1,2,11.76
BRS 194,2,7,10tr175,F. cortaderiae,NIV,4,20,1,1,2,4,20
BRS 194,2,7,10tr175,F. cortaderiae,NIV,6,17,3,1,0,4,23.53
BRS 194,2,11,10tr175,F. cortaderiae,NIV,1,18,3,1,1,5,27.78
BRS 194,2,11,10tr175,F. cortaderiae,NIV,2,16,4,1,2,7,43.75
BRS 194,2,11,10tr175,F. cortaderiae,NIV,3,17,0,1,1,2,11.76
BRS 194,2,11,10tr175,F. cortaderiae,NIV,4,20,2,1,1,4,20
BRS 194,2,11,10tr175,F. cortaderiae,NIV,6,17,3,1,1,5,29.41
BRS 194,2,20,10tr175,F. cortaderiae,NIV,1,18,3,1,3,7,38.89
BRS 194,2,20,10tr175,F. cortaderiae,NIV,2,16,4,1,2,7,43.75
BRS 194,2,20,10tr175,F. cortaderiae,NIV,3,17,0,1,1,2,11.76
BRS 194,2,20,10tr175,F. cortaderiae,NIV,4,20,2,1,2,5,25
BRS 194,2,20,10tr175,F. cortaderiae,NIV,6,17,3,1,1,5,29.41
BRS Guamirim,1,4,10tr175,F. cortaderiae,NIV,1,19,0,1,1,2,10.526
BRS Guamirim,1,4,10tr175,F. cortaderiae,NIV,2,17,1,1,0,2,11.765
BRS Guamirim,1,4,10tr175,F. cortaderiae,NIV,3,18,0,1,0,1,5.556
BRS Guamirim,1,4,10tr175,F. cortaderiae,NIV,4,18,0,1,0,1,5.556
BRS Guamirim,1,4,10tr175,F. cortaderiae,NIV,5,18,0,1,0,1,5.556
BRS Guamirim,1,4,10tr175,F. cortaderiae,NIV,6,16,1,1,0,2,12.5
BRS Guamirim,1,7,10tr175,F. cortaderiae,NIV,1,19,2,1,1,4,21.053
BRS Guamirim,1,7,10tr175,F. cortaderiae,NIV,2,17,1,1,0,2,11.765
BRS Guamirim,1,7,10tr175,F. cortaderiae,NIV,3,18,0,1,1,2,11.111
BRS Guamirim,1,7,10tr175,F. cortaderiae,NIV,4,18,0,1,0,1,5.556
BRS Guamirim,1,7,10tr175,F. cortaderiae,NIV,5,18,0,1,1,2,11.111
BRS Guamirim,1,7,10tr175,F. cortaderiae,NIV,6,16,1,1,2,4,25
BRS Guamirim,1,11,10tr175,F. cortaderiae,NIV,1,19,2,1,1,4,21.053
BRS Guamirim,1,11,10tr175,F. cortaderiae,NIV,2,17,1,1,1,3,17.647
BRS Guamirim,1,11,10tr175,F. cortaderiae,NIV,3,18,1,1,1,3,16.667
BRS Guamirim,1,11,10tr175,F. cortaderiae,NIV,4,18,0,1,0,1,5.556
BRS Guamirim,1,11,10tr175,F. cortaderiae,NIV,5,18,0,1,1,2,11.111
BRS Guamirim,1,11,10tr175,F. cortaderiae,NIV,6,16,2,1,1,4,25
BRS Guamirim,1,17,10tr175,F. cortaderiae,NIV,1,19,2,1,3,6,31.579
BRS Guamirim,1,17,10tr175,F. cortaderiae,NIV,2,17,2,1,2,5,29.412
BRS Guamirim,1,17,10tr175,F. cortaderiae,NIV,3,18,0,1,2,3,16.667
BRS Guamirim,1,17,10tr175,F. cortaderiae,NIV,4,18,0,1,0,1,5.556
BRS Guamirim,1,17,10tr175,F. cortaderiae,NIV,5,18,0,1,2,3,16.667
BRS Guamirim,1,17,10tr175,F. cortaderiae,NIV,6,16,2,1,1,4,25
BRS Guamirim,1,24,10tr175,F. cortaderiae,NIV,1,19,5,1,5,11,57.895
BRS Guamirim,1,24,10tr175,F. cortaderiae,NIV,2,17,3,1,2,6,35.294
BRS Guamirim,1,24,10tr175,F. cortaderiae,NIV,3,18,5,1,3,9,50
BRS Guamirim,1,24,10tr175,F. cortaderiae,NIV,4,18,2,1,1,4,22.222
BRS Guamirim,1,24,10tr175,F. cortaderiae,NIV,5,18,2,1,4,7,38.889
BRS Guamirim,1,24,10tr175,F. cortaderiae,NIV,6,16,3,1,3,7,43.75
BRS Guamirim,2,4,10tr175,F. cortaderiae,NIV,1,16,0,1,0,1,6.25
BRS Guamirim,2,4,10tr175,F. cortaderiae,NIV,2,16,0,1,1,2,12.5
BRS Guamirim,2,4,10tr175,F. cortaderiae,NIV,3,16,0,0,0,0,0
BRS Guamirim,2,4,10tr175,F. cortaderiae,NIV,4,12,0,1,0,1,8.33
BRS Guamirim,2,4,10tr175,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr175,F. cortaderiae,NIV,6,16,1,1,1,3,18.75
BRS Guamirim,2,4,10tr175,F. cortaderiae,NIV,7,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr175,F. cortaderiae,NIV,8,14,0,1,0,1,7.14
BRS Guamirim,2,7,10tr175,F. cortaderiae,NIV,1,16,0,1,0,1,6.25
BRS Guamirim,2,7,10tr175,F. cortaderiae,NIV,2,16,0,1,1,2,12.5
BRS Guamirim,2,7,10tr175,F. cortaderiae,NIV,3,16,1,1,0,2,12.5
BRS Guamirim,2,7,10tr175,F. cortaderiae,NIV,4,12,0,1,0,1,8.33
BRS Guamirim,2,7,10tr175,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr175,F. cortaderiae,NIV,6,16,2,1,0,3,18.75
BRS Guamirim,2,7,10tr175,F. cortaderiae,NIV,7,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr175,F. cortaderiae,NIV,8,14,0,1,0,1,7.14
BRS Guamirim,2,11,10tr175,F. cortaderiae,NIV,1,16,0,1,0,1,6.25
BRS Guamirim,2,11,10tr175,F. cortaderiae,NIV,2,16,1,1,3,5,31.25
BRS Guamirim,2,11,10tr175,F. cortaderiae,NIV,3,16,1,1,0,2,12.5
BRS Guamirim,2,11,10tr175,F. cortaderiae,NIV,4,12,1,1,0,2,16.67
BRS Guamirim,2,11,10tr175,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,11,10tr175,F. cortaderiae,NIV,6,16,2,1,0,3,18.75
BRS Guamirim,2,11,10tr175,F. cortaderiae,NIV,7,17,0,1,0,1,5.88
BRS Guamirim,2,11,10tr175,F. cortaderiae,NIV,8,14,0,1,0,1,7.14
BRS Guamirim,2,17,10tr175,F. cortaderiae,NIV,1,16,0,1,2,3,18.75
BRS Guamirim,2,17,10tr175,F. cortaderiae,NIV,2,16,1,1,3,5,31.25
BRS Guamirim,2,17,10tr175,F. cortaderiae,NIV,3,16,0,1,1,2,12.5
BRS Guamirim,2,17,10tr175,F. cortaderiae,NIV,4,12,1,1,2,4,33.33
BRS Guamirim,2,17,10tr175,F. cortaderiae,NIV,5,17,1,1,1,3,17.65
BRS Guamirim,2,17,10tr175,F. cortaderiae,NIV,6,16,2,1,2,5,31.25
BRS Guamirim,2,17,10tr175,F. cortaderiae,NIV,7,17,0,1,2,3,17.65
BRS Guamirim,2,17,10tr175,F. cortaderiae,NIV,8,14,0,1,1,2,14.29
BRS Guamirim,2,24,10tr175,F. cortaderiae,NIV,1,16,1,1,3,5,31.25
BRS Guamirim,2,24,10tr175,F. cortaderiae,NIV,2,16,1,1,4,6,37.5
BRS Guamirim,2,24,10tr175,F. cortaderiae,NIV,3,16,3,1,3,7,43.75
BRS Guamirim,2,24,10tr175,F. cortaderiae,NIV,4,12,1,1,3,5,41.67
BRS Guamirim,2,24,10tr175,F. cortaderiae,NIV,5,17,4,1,5,10,58.82
BRS Guamirim,2,24,10tr175,F. cortaderiae,NIV,6,16,2,1,2,5,31.25
BRS Guamirim,2,24,10tr175,F. cortaderiae,NIV,7,17,1,1,4,6,35.29
BRS Guamirim,2,24,10tr175,F. cortaderiae,NIV,8,14,3,1,3,7,50
BRS 194,1,4,10tr213,F. cortaderiae,NIV,1,17,0,1,0,1,5.88
BRS 194,1,4,10tr213,F. cortaderiae,NIV,2,18,0,1,0,1,5.56
BRS 194,1,4,10tr213,F. cortaderiae,NIV,3,16,0,1,0,1,6.25
BRS 194,1,4,10tr213,F. cortaderiae,NIV,4,18,0,1,0,1,5.56
BRS 194,1,4,10tr213,F. cortaderiae,NIV,5,19,0,1,1,2,10.53
BRS 194,1,4,10tr213,F. cortaderiae,NIV,6,18,0,1,0,1,5.56
BRS 194,1,7,10tr213,F. cortaderiae,NIV,1,17,0,1,0,1,5.88
BRS 194,1,7,10tr213,F. cortaderiae,NIV,2,18,0,1,0,1,5.56
BRS 194,1,7,10tr213,F. cortaderiae,NIV,3,16,0,1,0,1,6.25
BRS 194,1,7,10tr213,F. cortaderiae,NIV,4,18,0,1,0,1,5.56
BRS 194,1,7,10tr213,F. cortaderiae,NIV,5,19,0,1,1,2,10.53
BRS 194,1,7,10tr213,F. cortaderiae,NIV,6,18,0,1,0,1,5.56
BRS 194,1,11,10tr213,F. cortaderiae,NIV,1,17,0,1,0,1,5.88
BRS 194,1,11,10tr213,F. cortaderiae,NIV,2,18,2,1,0,3,16.67
BRS 194,1,11,10tr213,F. cortaderiae,NIV,3,16,1,1,1,3,18.75
BRS 194,1,11,10tr213,F. cortaderiae,NIV,4,18,0,1,0,1,5.56
BRS 194,1,11,10tr213,F. cortaderiae,NIV,5,19,0,1,0,1,5.26
BRS 194,1,11,10tr213,F. cortaderiae,NIV,6,18,1,1,1,3,16.67
BRS 194,1,15,10tr213,F. cortaderiae,NIV,1,17,0,1,0,1,5.88
BRS 194,1,15,10tr213,F. cortaderiae,NIV,2,18,2,1,0,3,16.67
BRS 194,1,15,10tr213,F. cortaderiae,NIV,3,16,1,1,1,3,18.75
BRS 194,1,15,10tr213,F. cortaderiae,NIV,4,18,0,1,0,1,5.56
BRS 194,1,15,10tr213,F. cortaderiae,NIV,5,19,0,1,1,2,10.53
BRS 194,1,15,10tr213,F. cortaderiae,NIV,6,18,1,1,1,3,16.67
BRS 194,1,19,10tr213,F. cortaderiae,NIV,1,17,0,1,0,1,5.88
BRS 194,1,19,10tr213,F. cortaderiae,NIV,2,18,2,1,0,3,16.67
BRS 194,1,19,10tr213,F. cortaderiae,NIV,3,16,1,1,2,4,25
BRS 194,1,19,10tr213,F. cortaderiae,NIV,4,18,0,1,0,1,5.56
BRS 194,1,19,10tr213,F. cortaderiae,NIV,5,19,0,1,1,2,10.53
BRS 194,1,19,10tr213,F. cortaderiae,NIV,6,18,1,1,1,3,16.67
BRS 194,2,4,10tr213,F. cortaderiae,NIV,1,20,0,1,0,1,5
BRS 194,2,4,10tr213,F. cortaderiae,NIV,2,17,1,1,1,3,17.65
BRS 194,2,4,10tr213,F. cortaderiae,NIV,3,19,0,1,0,1,5.26
BRS 194,2,4,10tr213,F. cortaderiae,NIV,4,21,0,1,0,1,4.76
BRS 194,2,7,10tr213,F. cortaderiae,NIV,1,20,1,1,0,2,10
BRS 194,2,7,10tr213,F. cortaderiae,NIV,2,20,2,1,1,4,20
BRS 194,2,7,10tr213,F. cortaderiae,NIV,3,19,0,1,0,1,5.26
BRS 194,2,7,10tr213,F. cortaderiae,NIV,4,21,0,1,1,2,9.52
BRS 194,2,11,10tr213,F. cortaderiae,NIV,1,20,1,1,1,3,15
BRS 194,2,11,10tr213,F. cortaderiae,NIV,2,20,2,1,1,4,20
BRS 194,2,11,10tr213,F. cortaderiae,NIV,3,19,0,1,1,2,10.53
BRS 194,2,11,10tr213,F. cortaderiae,NIV,4,21,0,1,1,2,9.52
BRS 194,2,20,10tr213,F. cortaderiae,NIV,1,20,1,1,1,3,15
BRS 194,2,20,10tr213,F. cortaderiae,NIV,2,17,2,1,1,4,23.53
BRS 194,2,20,10tr213,F. cortaderiae,NIV,3,19,0,1,1,2,10.53
BRS 194,2,20,10tr213,F. cortaderiae,NIV,4,21,0,1,1,2,9.52
BRS Guamirim,1,4,10tr213,F. cortaderiae,NIV,1,15,0,1,0,1,6.667
BRS Guamirim,1,4,10tr213,F. cortaderiae,NIV,2,17,0,1,0,1,5.882
BRS Guamirim,1,4,10tr213,F. cortaderiae,NIV,4,19,0,1,0,1,5.263
BRS Guamirim,1,4,10tr213,F. cortaderiae,NIV,5,17,0,1,0,1,5.882
BRS Guamirim,1,4,10tr213,F. cortaderiae,NIV,6,18,0,1,0,1,5.556
BRS Guamirim,1,4,10tr213,F. cortaderiae,NIV,7,14,1,1,1,3,21.429
BRS Guamirim,1,7,10tr213,F. cortaderiae,NIV,1,15,0,1,0,1,6.667
BRS Guamirim,1,7,10tr213,F. cortaderiae,NIV,2,17,0,1,1,2,11.765
BRS Guamirim,1,7,10tr213,F. cortaderiae,NIV,3,16,0,1,0,1,6.25
BRS Guamirim,1,7,10tr213,F. cortaderiae,NIV,4,19,0,1,0,1,5.263
BRS Guamirim,1,7,10tr213,F. cortaderiae,NIV,5,17,0,1,0,1,5.882
BRS Guamirim,1,7,10tr213,F. cortaderiae,NIV,6,18,3,1,0,4,22.222
BRS Guamirim,1,7,10tr213,F. cortaderiae,NIV,7,14,1,1,1,3,21.429
BRS Guamirim,1,11,10tr213,F. cortaderiae,NIV,1,15,0,1,0,1,6.667
BRS Guamirim,1,11,10tr213,F. cortaderiae,NIV,2,17,0,1,1,2,11.765
BRS Guamirim,1,11,10tr213,F. cortaderiae,NIV,3,16,0,1,0,1,6.25
BRS Guamirim,1,11,10tr213,F. cortaderiae,NIV,4,19,0,1,0,1,5.263
BRS Guamirim,1,11,10tr213,F. cortaderiae,NIV,5,17,0,1,0,1,5.882
BRS Guamirim,1,11,10tr213,F. cortaderiae,NIV,6,18,4,1,0,5,27.778
BRS Guamirim,1,11,10tr213,F. cortaderiae,NIV,7,14,1,1,3,5,35.714
BRS Guamirim,1,17,10tr213,F. cortaderiae,NIV,1,15,0,1,1,2,13.333
BRS Guamirim,1,17,10tr213,F. cortaderiae,NIV,2,17,1,1,3,5,29.412
BRS Guamirim,1,17,10tr213,F. cortaderiae,NIV,3,16,0,1,0,1,6.25
BRS Guamirim,1,17,10tr213,F. cortaderiae,NIV,4,19,0,1,0,1,5.263
BRS Guamirim,1,17,10tr213,F. cortaderiae,NIV,5,17,0,1,1,2,11.765
BRS Guamirim,1,17,10tr213,F. cortaderiae,NIV,6,18,4,1,0,5,27.778
BRS Guamirim,1,17,10tr213,F. cortaderiae,NIV,7,14,2,1,3,6,42.857
BRS Guamirim,1,24,10tr213,F. cortaderiae,NIV,1,15,1,1,3,5,33.333
BRS Guamirim,1,24,10tr213,F. cortaderiae,NIV,2,17,1,1,3,5,29.412
BRS Guamirim,1,24,10tr213,F. cortaderiae,NIV,3,16,0,1,1,2,12.5
BRS Guamirim,1,24,10tr213,F. cortaderiae,NIV,4,19,0,1,1,2,10.526
BRS Guamirim,1,24,10tr213,F. cortaderiae,NIV,5,17,0,1,2,3,17.647
BRS Guamirim,1,24,10tr213,F. cortaderiae,NIV,6,18,3,1,1,5,27.778
BRS Guamirim,1,24,10tr213,F. cortaderiae,NIV,7,14,2,1,3,6,42.857
BRS Guamirim,2,4,10tr213,F. cortaderiae,NIV,1,18,0,1,0,1,5.56
BRS Guamirim,2,4,10tr213,F. cortaderiae,NIV,2,17,2,1,0,3,17.65
BRS Guamirim,2,4,10tr213,F. cortaderiae,NIV,3,19,3,1,1,5,26.32
BRS Guamirim,2,4,10tr213,F. cortaderiae,NIV,4,19,0,1,1,2,10.53
BRS Guamirim,2,4,10tr213,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr213,F. cortaderiae,NIV,6,18,0,1,1,2,11.11
BRS Guamirim,2,7,10tr213,F. cortaderiae,NIV,1,18,1,1,1,3,16.67
BRS Guamirim,2,7,10tr213,F. cortaderiae,NIV,2,17,2,1,0,3,17.65
BRS Guamirim,2,7,10tr213,F. cortaderiae,NIV,3,19,3,1,1,5,26.32
BRS Guamirim,2,7,10tr213,F. cortaderiae,NIV,4,19,1,1,1,3,15.79
BRS Guamirim,2,7,10tr213,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr213,F. cortaderiae,NIV,6,18,1,1,1,3,16.67
BRS Guamirim,2,11,10tr213,F. cortaderiae,NIV,1,18,1,1,1,3,16.67
BRS Guamirim,2,11,10tr213,F. cortaderiae,NIV,2,17,2,1,0,3,17.65
BRS Guamirim,2,11,10tr213,F. cortaderiae,NIV,3,19,3,1,1,5,26.32
BRS Guamirim,2,11,10tr213,F. cortaderiae,NIV,4,19,1,1,1,3,15.79
BRS Guamirim,2,11,10tr213,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,11,10tr213,F. cortaderiae,NIV,6,18,1,1,1,3,16.67
BRS Guamirim,2,17,10tr213,F. cortaderiae,NIV,1,18,2,1,2,5,27.78
BRS Guamirim,2,17,10tr213,F. cortaderiae,NIV,2,17,2,1,2,5,29.41
BRS Guamirim,2,17,10tr213,F. cortaderiae,NIV,3,19,4,1,4,9,47.37
BRS Guamirim,2,17,10tr213,F. cortaderiae,NIV,4,19,1,1,2,4,21.05
BRS Guamirim,2,17,10tr213,F. cortaderiae,NIV,5,17,0,1,2,3,17.65
BRS Guamirim,2,17,10tr213,F. cortaderiae,NIV,6,18,2,1,2,5,27.78
BRS Guamirim,2,24,10tr213,F. cortaderiae,NIV,1,18,3,1,4,8,44.44
BRS Guamirim,2,24,10tr213,F. cortaderiae,NIV,2,17,3,1,4,8,47.06
BRS Guamirim,2,24,10tr213,F. cortaderiae,NIV,4,19,1,1,6,8,42.11
BRS Guamirim,2,24,10tr213,F. cortaderiae,NIV,5,17,1,1,3,5,29.41
BRS Guamirim,2,24,10tr213,F. cortaderiae,NIV,6,18,2,1,3,6,33.33
BRS Guamirim,1,4,715-33,F. cortaderiae,NIV,1,14,0,1,0,1,7.143
BRS Guamirim,1,4,715-33,F. cortaderiae,NIV,2,17,0,1,0,1,5.882
BRS Guamirim,1,4,715-33,F. cortaderiae,NIV,3,20,0,1,0,1,5
